task_id,step_idx,MTE_A,MTE_T,MaxTE_A,MaxTE_T,PPL_A,PPL_T,SP_A,SP_T,chat_ingen_J,posthoc_num_A,posthoc_num_T,ptrue_A,ptrue_R,ptrue_T,sep_verbalized_A,sep_verbalized_T,tau,loop_flag,obs_changed,in_admissible,judge_correct_frac,judge_n_valid
1009,1,0.11346097799662481,0.34302575196812096,0.9990865861404709,1.4569527541520757,1.0466115160175165,1.2271645778926468,0.3363632639328282,0.9993697703830636,0.0,0.0,0.0,0.0017000525094990565,0.01401918999103176,0.017986487573936758,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1009,2,0.0051328488576688255,0.2828072529309282,0.011426244337717646,1.6736050304284786,1.0006010136444292,1.162450541065387,0.0035985084421469304,0.9984551113260596,0.0,0.0,0.0,0.04799626232939248,0.020228227602379245,0.016021036621377775,0.0,0.0,"{'I': 0, 'W': 1, 'R': 0, 'C': 'costly'}",False,True,True,1.0,3
1084,1,0.02657016762123952,0.4475808921123008,0.13724815461079795,2.1262671683889316,1.0052197272756895,1.452466365651029,0.04079380209494776,0.9999999650763104,0.0,0.0,0.050000000000000044,0.005047206103063745,0.017916132362193693,0.26262645591675476,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1084,2,0.014076084041249043,0.47860772234817445,0.07753012177241272,2.0907232814796823,1.0023267734403596,1.358668487834507,0.016136877604990274,0.999999999998068,0.1,0.4,0.15000000000000002,0.7025195809739767,0.4967658204046876,0.22074532711427344,0.75,0.15000000000000002,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,False,True,0.0,3
1084,3,0.08539477008809326,0.43658421589841895,0.7245766857514908,2.0407091650158136,1.0312650406474573,1.3042469631150102,0.26498357590139276,1.0,0.2,0.35,0.050000000000000044,0.5579216660290502,0.7279832670644294,0.3208040072835551,0.5,0.75,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1084,4,0.018075074453380333,0.48689859732253915,0.15009028018491388,1.9944184471347506,1.0037407064363644,1.3904332022146353,0.04023901677096242,1.0,0.2,0.35,0.15000000000000002,0.34658859801128494,0.5844901911310226,0.26893356237242866,0.6699999999999999,0.15000000000000002,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1084,5,0.008940051879365673,0.5334699136355127,0.07287921840584792,2.13656086881869,1.0014471449934483,1.4661660948531625,0.014356930980084615,1.0,0.2,0.15000000000000002,0.5,0.24457089385369662,0.4663987150314367,0.3760380252499502,0.5,0.75,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1084,6,0.09072579084203422,0.510382052844042,0.648420135046863,2.07157699784057,1.0340577048693227,1.4028792760877127,0.2602294715150687,1.0,0.15,0.050000000000000044,0.050000000000000044,0.29272788474727934,0.5600534437357794,0.20181317438213467,0.25,0.050000000000000044,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.0,3
1084,7,0.0035667305993177566,0.5636137647692103,0.0270339556543669,2.2225372647009336,1.0004873055356704,1.4647765288120416,0.0053447211303807585,1.0,0.5,0.8,0.7,0.49873212543338985,0.7302150287139121,0.6485624522918985,0.75,0.55,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.6666666666666666,3
110,1,0.16172602090470273,0.2364928969503988,0.9320982703492977,1.1826573302314947,1.0972062510688236,1.127646316896683,0.5660841233242635,0.9978163561527332,0.05,0.0,0.050000000000000044,0.005218852884396544,0.009685354701382537,0.08189459291840406,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
110,2,0.18038589033902602,0.3099424507483582,1.0040387075678825,1.5099506726950567,1.0535613439580347,1.2445498182651078,0.43669721790514515,0.9999999688089908,0.05,0.050000000000000044,0.15000000000000002,0.6178621512378573,0.6213556873365275,0.794612919247631,0.050000000000000044,0.15000000000000002,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.3333333333333333,3
110,3,0.17907330037266297,0.3837573650674211,1.2173030494536132,1.7748378849361424,1.1494539492850349,1.2763951617799127,0.7839309036421703,0.9999999999331001,0.1,0.050000000000000044,0.050000000000000044,0.1189160495718502,0.18201948026413908,0.1326942242888384,0.050000000000000044,0.050000000000000044,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
110,4,0.0002739566349770544,0.16643914941462012,0.0005862654605254748,1.596538846733276,1.0000222919418067,1.1111605047315216,0.00015602967951866553,0.9999807251958539,0.0,0.0,0.0,0.001698836219086814,0.014041230639846998,0.00755352397048395,0.0,0.0,"{'I': 0, 'W': 1, 'R': 0, 'C': 'costly'}",False,True,True,1.0,3
1107,1,0.0004950231949688618,0.2212783345678957,0.002041855433252337,1.267180570623294,1.0000484622506602,1.1489675159262347,0.0004360545881813005,0.9995179703722427,0.0,0.0,0.0,0.000605265682360853,0.0013191121334206195,0.08193767133953597,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1107,2,0.012787626967679029,0.2881920683033725,0.09186622044277434,1.8421867988710037,1.002391434463831,1.2738743839546762,0.021267797564105573,0.9999999950455182,0.05,0.0,0.050000000000000044,0.011133652429633217,0.05957691412275978,0.07692033775840439,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1107,3,0.03454724370618483,0.27068352885431357,0.2689263496012184,2.2250720653128835,1.0100038102300468,1.1967519556688302,0.07654464780512282,0.9999878174329282,0.0,0.0,0.0,0.008838137994384059,0.11919972365984796,0.04183019529495767,0.0,0.0,"{'I': 0, 'W': 1, 'R': 0, 'C': 'costly'}",False,True,True,1.0,3
1112,1,0.014331207922722305,0.2995550706812328,0.04553955988944164,1.6257814357730433,1.002123855397772,1.261130794876672,0.012648940328516156,0.999996377962467,0.0,0.0,0.0,0.0030658922526506124,0.009675108887740782,0.10519001364010257,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1112,2,0.13184039154742416,0.3072280616515166,1.0464961615157784,1.5408454736462203,1.0924376896107322,1.2067451370627,0.5070230661904298,0.9999999548560209,0.05,0.050000000000000044,0.0,0.20180828496854852,0.07567694985918683,0.0066936222447512815,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
1112,3,0.024793868870951703,0.23903218638086196,0.07465921145100803,1.5559199355638107,1.0044686481728746,1.2647977902561163,0.0220468041036197,0.9999999997429505,0.0,0.0,0.0,0.0059103142912932055,0.0024705705446940516,0.02290209561419226,0.0,0.0,"{'I': 0, 'W': 1, 'R': 0, 'C': 'costly'}",False,True,True,1.0,3
1114,1,0.03951164694769579,0.2655337874672364,0.3114554900042289,1.1262498674845398,1.0100194049820745,1.2180499924949981,0.07665870722967172,0.9999999710618996,0.05,0.0,0.050000000000000044,0.01098464681990748,0.022975653321269142,0.06619976967861023,0.0,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
