task_id,step_idx,MTE_A,MTE_T,MaxTE_A,MaxTE_T,PPL_A,PPL_T,SP_A,SP_T,chat_ingen_J,posthoc_num_A,posthoc_num_T,ptrue_A,ptrue_R,ptrue_T,sep_verbalized_A,sep_verbalized_T,targeted_posthoc_T,tau,loop_flag,obs_changed,in_admissible,judge_correct_frac,judge_n_valid
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,1,0.08339175477928677,1.1773613731543808,0.3394752705114024,2.0990393794460798,1.0230814016119483,1.989139304155098,0.12795507040200493,0.9999999997228508,0.4,0.050000000000000044,0.050000000000000044,0.22268016033238028,0.14803853219152238,0.017985298242882856,0.5,0.25,1.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,2,0.8944679869760034,1.227098335129001,1.0892921554767847,2.4991041696297014,2.4521092218645557,2.1480479601924536,0.8336892282939667,0.9999997713766814,0.05,0.050000000000000044,0.050000000000000044,0.06007898641131411,0.09534184136036578,0.047421726337822996,0.050000000000000044,0.09999999999999998,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.6666666666666666,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,3,0.6431248557940825,1.263391138400206,1.038180740644563,2.3780879162753,1.4531495394150657,2.2506551997782527,0.5264352338513267,0.9999999100873753,0.1,0.050000000000000044,0.050000000000000044,0.010985781868523743,0.02931014766149718,0.008576848563234582,0.050000000000000044,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,4,0.5682731438209748,1.2287113691401286,0.9652768163675831,2.663752282651114,1.380804790821734,2.3407061666271947,0.4755121529088776,0.9999999999997232,0.05,0.050000000000000044,0.050000000000000044,0.562163366696439,0.1480379487854627,0.09534323908973284,0.050000000000000044,0.5,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,5,0.10236679308908717,1.1628384123170206,0.5107489001341005,2.605245105797551,1.0423663541107406,2.2229408379433604,0.18736022181528023,0.9999999481780194,0.2,0.050000000000000044,0.050000000000000044,0.07585255399644084,0.2226880146476287,0.09534630520044841,0.050000000000000044,0.5,0.0,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,6,0.0042077594182764935,1.156127265271956,0.028291415188799466,2.3237392488494315,1.0005978681313,2.0086689375594977,0.005959068690429614,0.9999999983569248,0.1,0.050000000000000044,0.050000000000000044,0.22270539757076932,0.22269753690077101,0.11920234190914346,0.050000000000000044,0.25,0.0,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,7,0.3230029010439095,1.3304424898326663,1.6095028743443267,2.5714546012158186,1.397464201179834,2.475500792842706,0.8123724779128202,0.9999999999998979,0.1,0.050000000000000044,0.050000000000000044,0.3775467122087626,0.11919770400061298,0.22270408419971074,0.30000000000000004,0.25,0.0,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,8,0.0023740302374418987,0.8467067056534138,0.011401091435482529,2.181146021589022,1.000294436209472,1.73745010359347,0.00176479813899999,0.9999999959907047,0.05,0.050000000000000044,0.050000000000000044,0.008576601235280668,0.07585486213472263,0.029311746799292323,0.050000000000000044,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,9,0.22165128762106853,1.0984389960207102,0.8531972519741138,2.211072476678009,1.06459651012329,2.1048353285877295,0.313105923855042,0.9999999999951318,0.3,0.75,0.050000000000000044,0.4999847237580645,0.32080813133321695,0.2689478395402772,0.30000000000000004,0.8,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,10,0.14100675725340459,1.1895115007323058,0.5576145549303263,2.301953633423223,1.0423551695430873,2.126850598629651,0.2203392841831613,0.9999999998528059,0.1,0.050000000000000044,0.050000000000000044,0.037322594359153805,0.06008439991013619,0.09534579929319004,0.050000000000000044,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,False,0.0,3
