task_id,step_idx,MTE_A,MTE_T,MaxTE_A,MaxTE_T,PPL_A,PPL_T,SP_A,SP_T,chat_ingen_J,posthoc_num_A,posthoc_num_T,ptrue_A,ptrue_R,ptrue_T,sep_verbalized_A,sep_verbalized_T,targeted_posthoc_T,tau,loop_flag,obs_changed,in_admissible,judge_correct_frac,judge_n_valid
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,1,0.000977306443766626,0.530445090040168,0.005556973373486221,2.1147143213466513,1.00010462078897,1.5601198674608157,0.0006274949422321319,0.9999999999999999,0.05,0.0,0.050000000000000044,0.014483521538840857,0.06754555024794882,0.10837602378500255,0.050000000000000044,0.050000000000000044,1.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,2,0.016086620745346017,0.6190154793824847,0.029771260653786318,2.4300861588902434,1.0020226437401016,1.651723387414049,0.004033047232874454,1.0,0.05,0.050000000000000044,0.050000000000000044,0.3774885887601107,0.5311185659421509,0.531110387707167,0.050000000000000044,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,3,0.003192076267786006,0.46253935317581657,0.01751370785430133,2.7253240839585176,1.0003716571259291,1.4970825246950734,0.0022270449186198027,1.0,0.05,0.050000000000000044,0.050000000000000044,0.1844321276901877,0.10668901202390337,0.3774848224788607,0.050000000000000044,0.15000000000000002,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,False,0.6666666666666666,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,4,0.006392827096531376,0.625508895516933,0.04403431966974697,2.4924077092887225,1.0009923578417637,1.6375853599396952,0.0069190131035806735,1.0,0.15,0.050000000000000044,0.15000000000000002,0.4072690295188326,0.6132406366041859,0.37748594168978256,0.15000000000000002,0.15000000000000002,0.0,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,5,0.00038277822229485593,0.572716031454278,0.0005856089777319573,2.180712557664049,1.0000332591945262,1.8058675319170159,6.651507067767515e-05,1.0,0.05,0.050000000000000044,0.050000000000000044,0.3400654638948067,0.5925448443028948,0.49108810072711284,0.050000000000000044,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.3333333333333333,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,6,0.020248857843141205,0.5842457064288945,0.039104051239997065,2.415139005003378,1.0031907849168435,1.6260600287928764,0.006351155935141128,1.0,0.5,0.5,0.5,0.8505855458345604,0.8491281102544938,0.8279657870980716,0.8,0.5,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044715_250790,7,0.00020525228534047586,0.5653426227340971,0.001428826662830354,2.531314510803398,1.0000183097418478,1.643022358499404,0.00018307898126301847,1.0,0.15,0.050000000000000044,0.15000000000000002,0.5047871474961433,0.6768751976135641,0.5925758442833648,0.15000000000000002,0.19999999999999996,0.0,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,1,0.006931899316694655,0.4372802107186334,0.0413081897492475,1.5676993293545625,1.0011412713010994,1.4193192927479052,0.006820358333826548,0.9999999999996616,0.05,0.0,0.050000000000000044,0.0181274853547085,0.06755090982134049,0.14802759724039014,0.050000000000000044,0.15000000000000002,1.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,2,6.843894568044889e-05,0.5948415823602612,0.0003373982248349188,2.109144889995895,1.000005178947384,1.5750922398463987,4.6609319512724845e-05,1.0,0.05,0.050000000000000044,0.0,0.7180654165276169,0.8316536388616029,0.8353575474070908,0.15000000000000002,1.0,0.0,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,3,0.00014633154847839335,0.474754684913705,0.00039344989526641643,2.627639732158593,1.0000115870615078,1.4800540163737683,5.7933293693857024e-05,0.9999999999914502,0.05,0.0,0.0,0.4377360298548504,0.6969057073585266,0.5310952748451983,0.050000000000000044,0.050000000000000044,0.0,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.6666666666666666,3
